id,url,label,threat_score,first_seen
1661,http://service3614.info/auth/7086,phishing,0.412,2024-10-27
1662,http://service9394.com/home,phishing,0.649,2025-09-27
1663,http://update1493.info/auth,phishing,0.504,2025-10-18
1664,http://login2524.com/download,phishing,0.452,2024-07-27
1665,http://accounts686.org/download,phishing,0.388,2024-07-01
1666,http://benign6507.com/reset,phishing,0.166,2025-07-23
1667,http://service1053.com/auth,benign,0.025,2024-06-02
1668,http://login7904.info/update/9077,benign,0.011,2026-03-31
1669,http://suspicious1652.net/update,phishing,0.585,2025-01-15
1670,http://benign772.info/update,phishing,0.511,2023-12-27
1671,http://update3696.com/auth,benign,0.096,2024-05-24
1672,http://update1968.org/download,benign,0.042,2024-12-13
1673,http://accounts5258.org/reset/7603,benign,0.007,2024-08-10
1674,http://login5620.info/login/5283,phishing,0.181,2025-11-29
1675,http://accounts9809.net/secure,benign,0.045,2025-02-18
1676,http://secure1606.net/update,benign,0.136,2024-01-20
1677,http://benign3825.com/user,phishing,0.247,2026-01-15
1678,http://malicious371.org/update,phishing,0.337,2025-03-20
1679,http://secure3789.com/user,benign,0.125,2025-03-24
1680,http://portal5876.net/home,benign,0.095,2023-12-05
1681,http://service9264.info/secure,benign,0.131,2025-12-16
1682,http://accounts7517.net/auth/2417,benign,0.003,2024-05-03
1683,http://benign2082.info/update,phishing,0.606,2025-12-15
1684,http://benign6549.com/update,benign,0.147,2025-01-09
1685,http://portal471.info/reset/7638,phishing,0.467,2025-12-21
1686,http://service77.info/update,benign,0.001,2025-09-13
1687,http://secure6643.org/secure,benign,0.27,2024-07-26
1688,http://suspicious488.info/reset/6870,phishing,0.639,2024-01-28
1689,http://accounts9925.org/user,phishing,0.143,2025-08-07
1690,http://update4866.info/login,phishing,0.249,2024-01-28
1691,http://login4895.com/login,phishing,0.175,2024-04-22
1692,http://secure1875.info/user/2612,phishing,0.489,2024-04-29
1693,http://service6414.org/login/3163,phishing,0.149,2024-05-11
1694,http://accounts4469.com/home/1750,benign,0.141,2024-05-07
1695,http://suspicious9268.info/reset,phishing,0.807,2024-05-22
1696,http://benign5827.org/reset/8,phishing,0.171,2024-10-06
1697,http://malicious4170.info/update/300,benign,0.044,2025-10-03
1698,http://login5913.com/reset,phishing,0.389,2024-09-03
1699,http://malicious6510.net/auth,phishing,0.356,2024-07-18
1700,http://portal4676.com/reset/3918,benign,0.225,2025-02-24
1701,http://malicious3621.info/secure/9437,benign,0.073,2026-05-15
1702,http://malicious9924.com/login,phishing,0.486,2025-09-16
1703,http://login5719.com/home,phishing,0.089,2025-09-05
1704,http://suspicious8058.com/login,phishing,0.108,2025-03-02
1705,http://suspicious5063.com/download,benign,0.051,2024-01-26
1706,http://malicious6176.net/update,benign,0.02,2026-05-06
1707,http://secure2036.net/login,benign,0.02,2024-07-04
1708,http://update9702.com/auth,phishing,0.14,2025-03-07
1709,http://login8683.info/login,phishing,0.315,2025-08-19
1710,http://suspicious7207.info/update/2852,benign,0.031,2025-02-13
1711,http://suspicious7440.info/home/3712,benign,0.108,2025-04-22
1712,http://update7932.com/login,benign,0.142,2025-06-04
1713,http://accounts6083.net/auth,benign,0.189,2025-05-27
1714,http://malicious9359.com/user/8872,phishing,0.545,2024-02-04
1715,http://secure7385.net/login,phishing,0.41,2024-08-13
1716,http://update8840.com/home,phishing,0.422,2025-09-16
1717,http://suspicious3680.net/home/4882,phishing,0.037,2025-07-21
1718,http://benign4465.net/update/9287,phishing,0.253,2025-06-17
1719,http://suspicious9113.info/secure,phishing,0.45,2024-08-24
1720,http://portal2334.org/secure,phishing,0.291,2025-02-22
1721,http://malicious6943.com/reset,benign,0.101,2024-08-15
1722,http://suspicious777.org/update,phishing,0.621,2025-03-12
1723,http://portal8676.info/reset/3881,benign,0.095,2024-12-31
1724,http://suspicious4441.com/home,phishing,0.223,2026-01-10
1725,http://malicious6487.info/secure,phishing,0.191,2024-06-08
1726,http://login8887.net/secure/5231,benign,0.085,2025-04-07
1727,http://suspicious8722.com/login/4658,benign,0.034,2025-04-30
1728,http://benign1045.net/download/455,benign,0.037,2025-03-20
1729,http://login5147.org/secure,benign,0.092,2026-05-01
1730,http://service248.org/user,benign,0.146,2025-03-09
1731,http://benign8613.info/update/1153,phishing,0.201,2025-10-10
1732,http://secure2555.org/login,benign,0.01,2023-12-03
1733,http://benign2892.org/update/8340,benign,0.038,2024-03-09
1734,http://accounts7806.net/user,benign,0.041,2024-08-11
1735,http://accounts1865.net/secure,benign,0.086,2026-05-04
1736,http://suspicious5212.net/update,benign,0.011,2026-03-22
1737,http://accounts9448.net/auth/2054,phishing,0.431,2025-07-23
1738,http://suspicious1385.com/reset,phishing,0.24,2025-07-31
1739,http://service5080.net/user,benign,0.036,2026-02-25
1740,http://benign9380.com/home,phishing,0.034,2026-04-06
1741,http://portal9273.com/download,phishing,0.551,2026-02-13
1742,http://login6275.net/login,benign,0.209,2025-10-06
1743,http://accounts2962.com/update/4935,phishing,0.421,2024-02-23
1744,http://malicious5607.org/download/1873,benign,0.045,2025-08-16
1745,http://malicious8943.com/update,benign,0.086,2025-08-21
1746,http://service1535.com/home/2111,benign,0.228,2024-11-26
1747,http://benign4602.info/update/1834,phishing,0.622,2025-11-02
1748,http://benign3166.com/update,phishing,0.13,2024-01-17
1749,http://suspicious610.org/update/5892,benign,0.179,2024-02-01
1750,http://service638.org/secure,benign,0.107,2025-05-24
1751,http://login3523.org/update,phishing,0.069,2025-07-04
1752,http://secure4600.info/reset/6017,benign,0.124,2024-07-26
1753,http://update4219.net/reset,benign,0.005,2024-09-25
1754,http://portal7997.com/user,benign,0.092,2025-08-28
1755,http://login2735.net/update/1944,benign,0.011,2025-12-17
1756,http://suspicious5812.net/login,phishing,0.168,2024-07-29
1757,http://portal469.com/reset,benign,0.039,2024-06-16
1758,http://benign8575.org/auth,phishing,0.322,2025-03-01
1759,http://service6065.info/auth,phishing,0.219,2026-04-02
1760,http://update9322.info/secure,phishing,0.29,2024-07-13
1761,http://malicious5478.com/secure,benign,0.072,2025-09-13
1762,http://update3774.net/download,phishing,0.284,2025-02-24
1763,http://suspicious5833.com/download,phishing,0.499,2026-03-03
1764,http://benign9804.info/update,benign,0.009,2026-02-04
1765,http://suspicious6632.net/download,benign,0.002,2025-04-16
1766,http://malicious5353.net/secure,benign,0.014,2026-03-04
1767,http://portal8057.com/reset,phishing,0.22,2024-06-07
1768,http://service4255.org/secure,phishing,0.363,2024-02-15
1769,http://accounts5126.org/user/807,benign,0.126,2024-11-23
1770,http://suspicious6338.org/auth,benign,0.013,2024-11-10
1771,http://accounts8886.net/update/7976,phishing,0.298,2025-09-20
1772,http://accounts2899.com/home/41,benign,0.186,2024-04-20
1773,http://portal8001.net/home,phishing,0.669,2024-04-29
1774,http://suspicious4256.org/secure/9980,phishing,0.646,2024-04-07
1775,http://update7548.net/secure,benign,0.012,2026-04-24
1776,http://malicious7115.com/download/5576,phishing,0.198,2025-03-19
1777,http://malicious8561.org/home,phishing,0.488,2024-04-08
1778,http://benign7412.org/reset,benign,0.427,2023-12-05
1779,http://benign1945.org/reset/1475,benign,0.026,2025-06-05
1780,http://malicious5844.org/update,benign,0.034,2024-03-01
1781,http://update4615.com/download,phishing,0.448,2025-08-26
1782,http://update9776.info/download,phishing,0.121,2024-07-08
1783,http://service9354.net/login,benign,0.052,2026-05-08
1784,http://malicious845.net/reset,benign,0.048,2024-04-10
1785,http://update9348.info/secure/680,benign,0.015,2024-07-24
1786,http://suspicious1627.info/secure,phishing,0.162,2026-03-30
1787,http://login5091.org/user,benign,0.058,2024-02-02
1788,http://malicious2236.com/update,benign,0.096,2024-04-13
1789,http://benign6584.org/secure/7533,phishing,0.187,2025-05-21
1790,http://portal4107.org/secure/5069,benign,0.135,2024-08-29
1791,http://accounts9987.com/auth/4585,phishing,0.532,2025-09-29
1792,http://accounts628.info/login,phishing,0.17,2026-02-07
1793,http://portal2009.org/login/7647,benign,0.119,2026-05-13
1794,http://login9988.info/update,phishing,0.285,2025-04-26
1795,http://secure8781.info/reset,phishing,0.652,2025-11-30
1796,http://accounts6398.info/home,benign,0.033,2025-10-12
1797,http://malicious53.info/auth,phishing,0.264,2025-09-25
1798,http://malicious6061.org/login,phishing,0.84,2024-05-23
1799,http://malicious573.net/auth/9272,phishing,0.138,2025-02-19
1800,http://suspicious6163.info/user,benign,0.021,2024-07-25
1801,http://accounts295.info/reset,phishing,0.554,2026-01-02
1802,http://login2343.info/update/8170,benign,0.135,2024-04-14
1803,http://update7128.info/secure,phishing,0.606,2025-09-04
1804,http://login5089.org/home,phishing,0.386,2024-09-20
1805,http://service6086.org/secure,phishing,0.177,2025-04-10
1806,http://accounts6688.info/login,phishing,0.187,2025-12-01
1807,http://secure3613.net/secure/6367,benign,0.006,2025-11-24
1808,http://malicious9800.info/home,benign,0.041,2025-09-27
1809,http://suspicious6730.org/secure/705,benign,0.195,2025-07-12
1810,http://login6744.net/login,phishing,0.392,2024-01-04
1811,http://service9282.org/download,phishing,0.272,2023-12-25
1812,http://portal7011.com/update,phishing,0.461,2024-05-30
1813,http://benign308.org/reset/4761,phishing,0.524,2024-04-20
1814,http://benign99.com/update,phishing,0.345,2025-10-12
1815,http://accounts3848.info/download,phishing,0.374,2025-10-28
1816,http://benign4583.net/reset,phishing,0.134,2024-06-04
1817,http://secure1426.info/home,phishing,0.39,2025-05-08
1818,http://secure1925.org/home,benign,0.141,2024-12-16
1819,http://update203.net/auth/289,benign,0.032,2025-07-03
1820,http://login7495.info/download,benign,0.261,2025-02-04
1821,http://login2854.org/auth,phishing,0.52,2024-12-23
1822,http://secure2270.info/login,phishing,0.32,2025-08-23
1823,http://login3235.com/login,benign,0.021,2026-01-22
1824,http://accounts9607.org/update,phishing,0.195,2024-03-09
1825,http://accounts5124.com/auth,phishing,0.1,2024-11-29
1826,http://malicious5552.net/auth,phishing,0.307,2024-11-22
1827,http://accounts9068.info/update,benign,0.057,2025-04-18
1828,http://suspicious24.info/reset,benign,0.2,2023-12-11
1829,http://benign3296.net/update,benign,0.015,2026-04-12
1830,http://suspicious9481.net/secure/501,benign,0.042,2024-09-22
1831,http://portal6111.net/secure/44,phishing,0.241,2026-01-05
1832,http://service3916.net/home,benign,0.051,2026-04-26
1833,http://benign6038.com/auth/4899,phishing,0.399,2024-04-10
1834,http://secure6592.info/reset,phishing,0.632,2024-09-12
1835,http://portal9506.org/download/7225,phishing,0.748,2024-12-18
1836,http://benign8263.net/download/6384,phishing,0.581,2023-12-03
1837,http://update5889.org/secure/2469,phishing,0.357,2024-01-22
1838,http://suspicious5180.info/reset,phishing,0.203,2025-10-12
1839,http://service8612.net/home/5364,benign,0.041,2024-10-23
1840,http://malicious3561.info/secure/7202,phishing,0.099,2025-04-03
1841,http://login6321.info/update,benign,0.096,2024-06-08
1842,http://update7056.org/login/4925,phishing,0.363,2025-08-31
1843,http://service5906.com/user,phishing,0.083,2023-12-27
1844,http://service6671.org/secure/5853,benign,0.019,2024-11-17
1845,http://service8158.net/login,benign,0.099,2024-02-19
1846,http://suspicious6712.com/reset/6957,benign,0.148,2025-12-30
1847,http://update7952.com/login/2374,phishing,0.126,2026-04-03
1848,http://service2004.com/auth/5295,phishing,0.28,2025-03-20
1849,http://update4652.info/login,benign,0.079,2024-03-13
1850,http://update8490.com/reset/1855,benign,0.228,2026-02-24
1851,http://accounts5280.org/auth/7531,phishing,0.384,2024-10-05
1852,http://login7461.org/download,benign,0.042,2025-05-10
1853,http://accounts6974.net/auth/615,benign,0.064,2025-03-01
1854,http://accounts1512.info/auth/103,benign,0.105,2025-05-06
1855,http://suspicious4993.com/auth,phishing,0.299,2025-02-12
1856,http://secure7268.net/reset,benign,0.046,2025-09-12
1857,http://update7752.net/user,phishing,0.516,2025-03-19
1858,http://portal952.org/download,phishing,0.34,2024-08-28
1859,http://malicious4728.org/update/3872,benign,0.017,2025-10-19
1860,http://suspicious145.com/login/7466,phishing,0.378,2024-01-06
1861,http://benign5259.org/update,phishing,0.402,2024-04-07
1862,http://update2922.org/user,benign,0.039,2024-12-02
1863,http://service6014.org/user/923,benign,0.082,2024-12-25
1864,http://accounts4865.info/user,phishing,0.337,2025-07-09
1865,http://portal1074.org/login/354,phishing,0.351,2025-12-30
1866,http://suspicious1595.org/reset,benign,0.089,2025-03-30
1867,http://service1023.com/reset,benign,0.042,2024-04-13
1868,http://benign3787.com/secure,benign,0.109,2025-06-10
1869,http://update7707.net/download,benign,0.127,2025-08-09
1870,http://secure3225.net/secure,benign,0.089,2025-06-22
1871,http://benign3832.org/secure,phishing,0.173,2025-07-11
1872,http://service1113.info/login,phishing,0.141,2024-11-23
1873,http://malicious4413.org/auth/7648,benign,0.162,2026-03-25
1874,http://portal847.net/secure,phishing,0.165,2024-09-14
1875,http://secure7851.net/reset,benign,0.315,2025-10-14
1876,http://update4304.com/login,benign,0.192,2024-08-31
1877,http://login5884.net/auth,phishing,0.337,2024-09-21
1878,http://service2720.org/user/6929,phishing,0.59,2023-12-16
1879,http://update5307.net/user,phishing,0.223,2024-07-12
1880,http://benign199.net/download,phishing,0.705,2024-05-25
1881,http://secure2696.net/reset/8096,benign,0.143,2025-07-31
1882,http://secure6482.net/auth,phishing,0.276,2025-06-17
1883,http://login7086.org/secure,phishing,0.196,2024-09-05
1884,http://update9365.net/login,benign,0.154,2025-11-01
1885,http://service1653.com/update/236,benign,0.092,2024-04-25
1886,http://login2859.org/update,phishing,0.464,2025-01-06
1887,http://suspicious1530.org/auth,benign,0.04,2024-11-28
1888,http://secure1132.com/home,phishing,0.202,2025-04-24
1889,http://service3385.com/login,phishing,0.495,2026-01-23
1890,http://malicious5943.info/secure/7761,benign,0.071,2026-05-12
1891,http://update7873.com/download,phishing,0.718,2025-05-01
1892,http://benign5935.net/secure,phishing,0.557,2024-05-07
1893,http://service9001.org/secure,phishing,0.112,2024-02-27
1894,http://update3438.org/reset,benign,0.312,2025-04-28
1895,http://secure4358.info/secure,benign,0.175,2024-01-25
1896,http://benign4672.org/user,benign,0.06,2024-07-10
1897,http://suspicious6511.net/update,phishing,0.317,2024-05-07
1898,http://portal1514.com/home,benign,0.055,2024-05-21
1899,http://update5760.org/secure,phishing,0.466,2026-05-12
1900,http://suspicious3303.info/download/2587,benign,0.091,2025-01-15
1901,http://service3416.com/user,benign,0.16,2024-06-25
1902,http://service7743.org/login,phishing,0.196,2026-03-22
1903,http://login4600.org/secure,phishing,0.294,2026-01-05
1904,http://secure9334.net/download/6534,benign,0.025,2024-07-01
1905,http://portal9951.net/home/1155,benign,0.026,2025-10-07
1906,http://suspicious3457.info/reset/2173,benign,0.085,2024-06-26
1907,http://suspicious3376.org/reset,benign,0.019,2026-01-11
1908,http://accounts8516.com/home,phishing,0.063,2026-03-20
1909,http://login7606.net/user/6829,phishing,0.43,2026-02-10
1910,http://service2114.net/login,benign,0.153,2025-07-19
1911,http://accounts6891.com/download,phishing,0.446,2024-09-22
1912,http://secure6895.info/auth,benign,0.06,2026-01-01
1913,http://suspicious1619.org/update/8111,benign,0.073,2025-06-04
1914,http://malicious3094.net/reset,phishing,0.097,2025-10-09
1915,http://suspicious684.org/auth,phishing,0.192,2024-06-09
1916,http://portal82.com/download/9636,benign,0.093,2024-01-24
1917,http://portal4162.org/login,phishing,0.29,2024-11-24
1918,http://benign584.org/download/3573,benign,0.016,2025-07-18
1919,http://benign3288.info/user,benign,0.003,2024-06-13
1920,http://secure1805.com/download/5819,benign,0.317,2026-02-08
1921,http://secure9077.info/auth,phishing,0.566,2025-08-01
1922,http://service3368.info/update/572,phishing,0.468,2025-08-11
1923,http://accounts1649.org/login/1419,phishing,0.251,2025-09-28
1924,http://suspicious7850.net/reset/9978,benign,0.007,2025-05-15
1925,http://accounts5781.org/update,phishing,0.409,2025-07-22
1926,http://accounts9634.net/update,phishing,0.392,2024-11-16
1927,http://login9565.org/secure,benign,0.109,2026-04-12
1928,http://update4303.org/update,phishing,0.742,2024-06-06
1929,http://malicious4469.com/user,phishing,0.518,2025-06-26
1930,http://service8511.info/login,phishing,0.141,2024-04-09
1931,http://accounts6314.com/reset,phishing,0.215,2025-08-20
1932,http://update7027.org/user,phishing,0.276,2024-07-24
1933,http://service8666.net/login/1562,phishing,0.371,2025-07-12
1934,http://malicious2884.info/auth,phishing,0.438,2025-08-27
1935,http://secure1236.com/secure,benign,0.03,2025-01-06
1936,http://portal2442.com/reset,benign,0.018,2025-10-20
1937,http://update3349.org/secure/6476,phishing,0.325,2024-07-11
1938,http://update3621.net/download,phishing,0.817,2025-10-30
1939,http://login4648.info/user,benign,0.093,2025-07-14
1940,http://portal565.info/reset,benign,0.017,2026-02-13
1941,http://malicious4743.org/reset,phishing,0.207,2026-03-15
1942,http://suspicious1052.com/user,benign,0.015,2025-02-06
1943,http://secure9928.com/secure,phishing,0.201,2026-05-11
1944,http://update3628.net/reset,phishing,0.25,2025-05-15
1945,http://accounts7970.com/download,benign,0.009,2025-10-17
1946,http://benign4885.org/user,benign,0.177,2025-11-24
1947,http://login3221.com/auth/7012,benign,0.133,2025-09-02
1948,http://accounts1931.net/auth,benign,0.164,2026-04-10
1949,http://malicious2643.org/update,phishing,0.418,2025-09-12
1950,http://login7705.org/update,phishing,0.309,2024-01-17
1951,http://secure6270.org/home,benign,0.025,2024-12-29
1952,http://malicious1993.info/auth/2609,phishing,0.375,2026-04-02
1953,http://login2162.com/home/8690,phishing,0.334,2025-12-04
1954,http://portal1610.net/secure,phishing,0.251,2025-05-18
1955,http://secure4800.com/home,benign,0.15,2025-07-24
1956,http://accounts3183.net/reset/8088,benign,0.003,2025-05-18
1957,http://service8011.org/auth,benign,0.15,2025-06-11
1958,http://portal2859.com/home,phishing,0.398,2025-01-22
1959,http://accounts1745.net/login,benign,0.0,2024-10-12
1960,http://accounts5427.net/login,phishing,0.062,2024-04-21
1961,http://update2174.info/auth/5310,benign,0.129,2024-11-09
1962,http://portal8895.info/update/3927,benign,0.075,2024-12-30
1963,http://accounts9033.com/update,benign,0.012,2026-02-09
1964,http://secure8693.net/update/6606,phishing,0.362,2024-04-26
1965,http://accounts2909.com/update/6761,benign,0.021,2024-05-27
1966,http://suspicious6315.com/user,phishing,0.078,2024-09-21
1967,http://login4816.com/auth,phishing,0.38,2026-05-16
1968,http://secure3673.org/secure,benign,0.298,2025-10-31
1969,http://suspicious8717.com/reset,benign,0.013,2024-08-13
1970,http://accounts3382.info/reset,benign,0.015,2024-04-01
1971,http://portal457.com/login/6664,phishing,0.451,2024-09-29
1972,http://accounts891.org/download,benign,0.07,2025-10-04
1973,http://secure789.net/home,benign,0.048,2025-09-21
1974,http://update6965.org/reset/8856,phishing,0.2,2025-04-27
1975,http://malicious7205.net/secure/434,benign,0.059,2025-01-18
1976,http://malicious6378.net/home,phishing,0.597,2025-01-16
1977,http://portal204.net/reset,benign,0.095,2025-05-10
1978,http://service8712.net/secure,phishing,0.475,2024-05-16
1979,http://portal1565.info/home/3815,phishing,0.077,2024-09-19
1980,http://update1456.com/home/8833,phishing,0.159,2026-01-04
1981,http://accounts80.com/auth,phishing,0.206,2024-04-10
1982,http://suspicious9223.com/user,phishing,0.183,2025-12-27
1983,http://suspicious6942.net/auth/895,phishing,0.522,2026-03-05
1984,http://malicious8988.com/auth,benign,0.0,2025-04-20
1985,http://login1540.net/download,benign,0.032,2026-01-06
1986,http://suspicious1571.org/reset/5571,phishing,0.635,2026-02-10
1987,http://update9311.info/user,phishing,0.334,2025-06-04
1988,http://benign6513.org/reset,phishing,0.647,2023-11-29
1989,http://update6570.info/update,benign,0.039,2024-08-14
1990,http://malicious6302.info/download/9525,phishing,0.262,2024-10-19
1991,http://update6007.info/auth,phishing,0.136,2025-01-08
1992,http://portal3364.net/user,phishing,0.315,2024-08-23
1993,http://malicious4677.org/download,phishing,0.162,2024-11-14
1994,http://malicious1266.info/reset,benign,0.085,2026-02-17
1995,http://login3299.com/home,benign,0.201,2025-03-24
1996,http://portal4278.info/home/5327,phishing,0.248,2025-03-04
1997,http://login340.net/reset,benign,0.113,2024-05-06
1998,http://secure1588.com/login,benign,0.009,2024-09-05
1999,http://malicious1564.com/download,benign,0.095,2025-12-19
2000,http://benign2440.org/login,phishing,0.646,2025-05-30
2001,http://login5020.com/reset,benign,0.099,2025-10-23
2002,http://malicious4994.info/auth,phishing,0.424,2024-02-27
2003,http://suspicious5230.net/reset,phishing,0.624,2025-03-06
2004,http://update1002.org/download,benign,0.008,2025-04-17
2005,http://update7778.org/secure,phishing,0.094,2025-06-09
2006,http://login7438.net/user,phishing,0.361,2026-04-23
2007,http://secure8462.net/login/979,phishing,0.48,2024-10-20
2008,http://update8602.org/download/1577,benign,0.064,2024-01-30
2009,http://login4193.org/user,benign,0.152,2025-06-27
2010,http://benign1185.net/download,benign,0.126,2025-04-05
2011,http://login4196.info/download/5028,benign,0.006,2025-03-15
2012,http://login9878.com/update/7295,benign,0.007,2024-10-17
2013,http://update9964.com/home,phishing,0.402,2026-05-13
2014,http://service5985.info/reset,benign,0.005,2024-08-07
2015,http://portal6224.net/user,phishing,0.314,2025-12-31
2016,http://service3327.org/login,benign,0.011,2026-04-15
2017,http://service5394.net/secure,phishing,0.094,2026-05-16
2018,http://update3872.com/secure/2676,phishing,0.442,2024-05-18
2019,http://update8041.info/secure/6805,benign,0.028,2024-04-24
2020,http://service7433.info/login/7380,phishing,0.33,2024-06-30
2021,http://login3006.net/download,benign,0.031,2024-08-01
2022,http://malicious6037.com/secure,phishing,0.265,2025-11-03
2023,http://login5088.net/secure,phishing,0.439,2023-12-11
2024,http://accounts9146.net/download,benign,0.178,2023-12-18
2025,http://benign8882.org/home/918,phishing,0.032,2026-05-06
2026,http://login5545.com/download,phishing,0.652,2025-09-23
2027,http://portal301.org/download,benign,0.034,2024-03-26
2028,http://service465.net/auth/1573,benign,0.033,2025-08-18
2029,http://portal6966.info/download/7508,benign,0.015,2024-12-10
2030,http://suspicious9176.info/home,benign,0.015,2025-01-09
2031,http://portal3061.info/update,phishing,0.075,2023-12-07
2032,http://update1262.org/update,phishing,0.137,2024-06-29
2033,http://accounts4363.net/reset,benign,0.022,2024-01-09
2034,http://suspicious6481.com/home/5301,phishing,0.17,2025-03-06
2035,http://login9983.com/auth,phishing,0.233,2026-05-04
2036,http://malicious7300.org/user,phishing,0.49,2025-04-02
2037,http://accounts6796.info/user/151,phishing,0.445,2025-06-28
2038,http://secure3215.org/update/8899,benign,0.192,2026-03-31
2039,http://malicious8857.com/secure,benign,0.045,2026-01-03
2040,http://malicious739.org/reset,benign,0.023,2024-10-01
2041,http://login7897.com/login,phishing,0.293,2025-11-23
2042,http://secure1733.info/user,benign,0.068,2024-01-30
2043,http://update4534.net/download,phishing,0.093,2024-06-22
2044,http://secure5002.info/update,benign,0.134,2024-07-22
2045,http://benign5334.net/auth,phishing,0.443,2025-12-30
2046,http://update7714.com/download,phishing,0.226,2024-05-20
2047,http://update3908.com/auth/9060,phishing,0.492,2025-06-08
2048,http://login5786.info/download,benign,0.301,2025-12-03
2049,http://login2535.com/reset/7492,phishing,0.609,2026-02-04
2050,http://accounts7762.org/login,benign,0.062,2025-02-04
2051,http://secure9396.net/download,phishing,0.299,2024-06-14
2052,http://malicious1911.net/reset,phishing,0.335,2025-11-28
2053,http://benign4021.com/auth/4872,phishing,0.205,2025-05-11
2054,http://secure974.net/auth,benign,0.105,2024-08-25
2055,http://login8887.org/update/4792,phishing,0.008,2024-05-12
2056,http://portal6893.org/secure,benign,0.015,2024-05-03
2057,http://login9587.info/user,benign,0.029,2023-12-16
2058,http://suspicious4418.org/secure,benign,0.086,2025-06-11
2059,http://malicious9605.net/secure/9842,benign,0.233,2024-07-26
2060,http://benign4117.com/update,phishing,0.179,2024-09-26
2061,http://login2213.org/home,benign,0.01,2025-02-01
2062,http://secure9565.net/download,benign,0.005,2025-07-04
2063,http://service9518.info/home/2980,phishing,0.046,2024-11-26
2064,http://service3332.com/reset/2038,phishing,0.359,2024-07-14
2065,http://malicious8123.org/user,phishing,0.432,2024-09-16
2066,http://accounts7894.info/auth,phishing,0.335,2024-04-30
2067,http://malicious7857.com/reset,benign,0.007,2025-02-20
2068,http://benign1221.net/user,phishing,0.647,2025-02-18
2069,http://malicious2381.net/login,phishing,0.395,2025-08-23
2070,http://login4587.org/update,benign,0.11,2025-11-26
2071,http://service7352.com/user,phishing,0.145,2025-11-03
2072,http://suspicious4321.info/auth,phishing,0.589,2025-10-23
2073,http://service1827.org/login,phishing,0.267,2025-02-23
2074,http://accounts8411.net/reset,benign,0.083,2024-04-02
2075,http://update6756.com/update/6863,benign,0.03,2025-05-13
2076,http://accounts9601.info/login,benign,0.074,2024-02-04
2077,http://update1856.info/reset,phishing,0.229,2024-07-29
2078,http://suspicious8686.org/auth/2474,phishing,0.174,2025-12-06
2079,http://benign7325.info/login,benign,0.193,2025-05-13
2080,http://malicious244.org/auth,phishing,0.367,2026-02-13
2081,http://suspicious6949.info/auth,benign,0.152,2024-01-14
2082,http://login1686.org/home/3563,benign,0.025,2024-05-28
2083,http://service7490.org/secure,benign,0.122,2024-01-28
2084,http://benign5430.com/secure,phishing,0.629,2026-03-05
2085,http://service2275.info/home,benign,0.075,2025-08-08
2086,http://portal2525.net/update/4012,phishing,0.483,2024-08-31
2087,http://accounts5347.info/auth,benign,0.049,2025-10-11
2088,http://secure176.com/update,benign,0.348,2024-06-01
2089,http://update1757.com/reset,phishing,0.529,2024-12-02
2090,http://update2168.org/secure,phishing,0.446,2025-01-19
2091,http://portal8881.org/download/3261,phishing,0.461,2025-12-23
2092,http://service9535.info/update,benign,0.073,2024-03-21
2093,http://benign1827.net/reset/1096,phishing,0.298,2024-12-01
2094,http://login2203.info/user/7808,benign,0.167,2025-06-13
2095,http://malicious7789.info/update,phishing,0.246,2025-03-04
2096,http://malicious429.org/user/117,benign,0.072,2023-12-19
2097,http://benign9358.info/login,benign,0.042,2026-02-09
2098,http://service943.info/secure/212,phishing,0.179,2024-12-15
2099,http://suspicious2909.net/update,benign,0.222,2024-05-18
2100,http://accounts4822.info/home,phishing,0.776,2024-03-13
2101,http://accounts9491.net/login/6817,benign,0.15,2024-05-29
2102,http://update315.com/update/7289,phishing,0.238,2025-10-03
2103,http://update6185.net/update,phishing,0.575,2025-07-28
2104,http://service3366.org/home,benign,0.111,2024-03-08
2105,http://accounts2475.org/reset/2876,phishing,0.277,2025-11-20
2106,http://login8783.com/download,phishing,0.276,2025-12-27
2107,http://suspicious1285.net/auth,phishing,0.14,2024-09-05
2108,http://login2969.net/user,benign,0.009,2025-04-02
2109,http://login1708.com/user,phishing,0.191,2026-01-03
2110,http://malicious4367.org/secure,phishing,0.58,2026-01-07
2111,http://login9670.com/login,benign,0.096,2025-02-12
2112,http://malicious5909.net/download,phishing,0.396,2024-11-01
2113,http://login1980.net/user,phishing,0.468,2025-05-05
2114,http://service4536.com/home,benign,0.005,2025-12-22
2115,http://login3745.com/auth,phishing,0.231,2024-06-08
2116,http://service6790.net/auth/2982,benign,0.08,2024-03-25
2117,http://benign9618.info/download/2725,phishing,0.619,2024-02-13
2118,http://portal5939.info/user,benign,0.162,2025-07-16
2119,http://portal9065.info/user,phishing,0.143,2026-04-23
2120,http://benign2193.org/auth/4472,benign,0.066,2025-11-24
2121,http://login57.org/update,phishing,0.542,2025-03-12
2122,http://secure4144.com/reset/5191,phishing,0.386,2024-11-02
2123,http://service2397.org/auth,phishing,0.638,2026-03-23
2124,http://login1130.net/auth/1621,benign,0.004,2025-01-05
2125,http://login669.com/update,phishing,0.105,2024-12-12
2126,http://benign3965.com/download,benign,0.04,2025-12-14
2127,http://secure6346.com/user/4169,phishing,0.322,2025-09-26
2128,http://benign6365.net/login/8059,phishing,0.287,2024-10-07
