id,app,permission,granted,permission_type,requested_date,app_version
2054,com.example.app4725,RECORD_AUDIO,False,normal,2021-07-19,1.12.13
2055,com.example.app3287,INTERNET,True,signature,2021-02-01,2.12.73
2056,com.example.app4054,RECORD_AUDIO,True,normal,2021-02-25,1.9.20
2057,com.example.app2420,READ_CONTACTS,False,signature,2021-12-13,4.2.80
2058,com.example.app3876,ACCESS_FINE_LOCATION,False,dangerous,2021-04-18,1.12.19
2059,com.example.app825,RECORD_AUDIO,True,normal,2024-12-08,1.1.85
2060,com.example.app4813,ACCESS_FINE_LOCATION,True,dangerous,2024-09-13,1.10.20
2061,com.example.app1196,READ_SMS,True,signature,2025-12-14,1.7.46
2062,com.example.app1995,ACCESS_FINE_LOCATION,True,signature,2026-04-18,1.3.85
2063,com.example.app2436,ACCESS_FINE_LOCATION,True,dangerous,2021-01-15,2.5.24
2064,com.example.app2173,ACCESS_FINE_LOCATION,True,signature,2021-01-20,4.0.48
2065,com.example.app1286,ACCESS_FINE_LOCATION,False,dangerous,2024-06-09,1.5.56
2066,com.example.app743,RECORD_AUDIO,True,signature,2023-03-03,4.4.32
2067,com.example.app300,RECORD_AUDIO,False,signature,2025-11-21,3.9.72
2068,com.example.app2998,READ_SMS,True,signature,2025-10-24,4.3.15
2069,com.example.app234,READ_SMS,True,signature,2025-07-17,1.8.47
2070,com.example.app2964,ACCESS_FINE_LOCATION,False,normal,2021-06-17,1.8.59
2071,com.example.app2871,INTERNET,True,normal,2023-11-10,1.9.0
2072,com.example.app4250,READ_SMS,True,normal,2023-03-26,2.7.20
2073,com.example.app2317,RECORD_AUDIO,True,signature,2024-08-22,2.6.76
2074,com.example.app2858,READ_CONTACTS,True,normal,2024-10-15,1.8.79
2075,com.example.app3030,INTERNET,True,signature,2020-12-16,4.11.25
2076,com.example.app4552,INTERNET,True,signature,2022-08-11,2.12.43
2077,com.example.app2243,READ_CONTACTS,True,dangerous,2025-03-23,3.2.37
2078,com.example.app4912,READ_SMS,True,dangerous,2024-12-25,4.12.50
2079,com.example.app687,READ_CONTACTS,False,normal,2023-12-30,3.9.81
2080,com.example.app578,CAMERA,False,signature,2024-08-19,2.10.72
2081,com.example.app3864,RECORD_AUDIO,True,normal,2023-09-27,4.9.26
2082,com.example.app1034,CAMERA,True,normal,2024-10-17,1.11.91
2083,com.example.app3971,ACCESS_FINE_LOCATION,False,signature,2023-01-22,1.8.63
2084,com.example.app3843,READ_CONTACTS,True,normal,2024-03-21,1.1.12
2085,com.example.app315,INTERNET,False,dangerous,2023-06-17,2.3.30
2086,com.example.app2897,READ_CONTACTS,True,normal,2022-12-01,3.6.45
2087,com.example.app2733,READ_SMS,True,dangerous,2021-12-26,3.2.4
2088,com.example.app3136,READ_SMS,True,dangerous,2025-10-19,3.4.62
2089,com.example.app4456,RECORD_AUDIO,True,signature,2024-06-15,2.6.65
2090,com.example.app4232,INTERNET,False,normal,2026-03-06,4.7.76
2091,com.example.app1777,CAMERA,False,normal,2026-01-23,4.9.14
2092,com.example.app1552,CAMERA,True,signature,2023-01-30,1.11.34
2093,com.example.app996,READ_SMS,True,normal,2022-10-10,2.0.20
2094,com.example.app4902,READ_CONTACTS,True,normal,2024-02-21,2.6.28
2095,com.example.app1849,READ_SMS,True,signature,2021-04-02,4.4.35
2096,com.example.app4892,RECORD_AUDIO,True,dangerous,2023-02-26,4.4.30
2097,com.example.app1469,ACCESS_FINE_LOCATION,True,dangerous,2021-01-17,2.8.7
2098,com.example.app10,INTERNET,False,dangerous,2023-07-17,2.7.49
2099,com.example.app1454,RECORD_AUDIO,False,dangerous,2023-11-15,3.2.10
2100,com.example.app4738,INTERNET,True,dangerous,2022-10-01,3.8.73
2101,com.example.app4142,CAMERA,True,dangerous,2023-05-23,1.4.3
2102,com.example.app3478,READ_CONTACTS,True,normal,2025-03-14,3.8.17
2103,com.example.app2274,RECORD_AUDIO,True,normal,2022-04-14,4.3.8
2104,com.example.app4971,READ_SMS,True,signature,2020-12-02,2.0.57
2105,com.example.app1349,RECORD_AUDIO,False,normal,2023-04-10,4.5.94
2106,com.example.app1672,ACCESS_FINE_LOCATION,True,signature,2021-11-14,1.9.78
2107,com.example.app1422,READ_CONTACTS,False,signature,2021-07-19,2.5.2
2108,com.example.app3752,CAMERA,True,normal,2022-09-20,1.5.78
2109,com.example.app4152,READ_SMS,False,normal,2022-04-15,4.7.15
2110,com.example.app2596,READ_CONTACTS,True,dangerous,2023-06-30,1.6.18
2111,com.example.app1370,ACCESS_FINE_LOCATION,False,dangerous,2026-03-14,2.4.87
2112,com.example.app120,INTERNET,False,signature,2025-06-07,3.3.77
2113,com.example.app4617,CAMERA,False,signature,2024-11-04,2.11.59
2114,com.example.app2202,INTERNET,False,normal,2024-09-27,4.6.5
2115,com.example.app1697,READ_SMS,True,normal,2024-04-03,1.10.35
2116,com.example.app1131,CAMERA,False,normal,2022-01-22,4.6.23
2117,com.example.app4337,RECORD_AUDIO,True,normal,2025-07-06,3.10.19
2118,com.example.app3327,ACCESS_FINE_LOCATION,False,dangerous,2022-07-18,3.1.16
2119,com.example.app439,READ_CONTACTS,True,normal,2021-01-01,3.6.96
2120,com.example.app4580,READ_SMS,True,signature,2025-10-17,2.6.59
2121,com.example.app4777,ACCESS_FINE_LOCATION,True,dangerous,2025-08-05,1.4.29
2122,com.example.app2878,CAMERA,True,normal,2024-02-04,2.4.96
2123,com.example.app4694,CAMERA,True,normal,2025-12-24,4.3.21
2124,com.example.app2646,CAMERA,True,dangerous,2025-11-04,2.12.85
2125,com.example.app4815,CAMERA,True,signature,2024-03-06,1.6.84
2126,com.example.app1365,INTERNET,True,dangerous,2025-12-10,4.2.46
2127,com.example.app3674,INTERNET,True,dangerous,2026-01-04,4.6.29
2128,com.example.app575,CAMERA,False,normal,2024-12-30,3.2.70
2129,com.example.app2582,ACCESS_FINE_LOCATION,True,signature,2022-09-29,3.5.38
2130,com.example.app4082,READ_SMS,True,dangerous,2025-01-13,3.2.48
2131,com.example.app2753,READ_CONTACTS,True,normal,2022-09-09,1.12.77
2132,com.example.app1875,READ_CONTACTS,False,dangerous,2024-04-24,4.6.49
2133,com.example.app2528,CAMERA,True,normal,2025-07-06,2.2.36
2134,com.example.app235,INTERNET,False,signature,2025-01-02,2.4.50
2135,com.example.app3296,ACCESS_FINE_LOCATION,False,dangerous,2025-11-18,2.3.99
2136,com.example.app2872,READ_CONTACTS,True,dangerous,2024-02-02,3.8.37
2137,com.example.app3678,READ_SMS,True,dangerous,2023-12-15,2.1.11
2138,com.example.app3853,READ_CONTACTS,True,normal,2021-01-15,4.0.5
2139,com.example.app1237,READ_CONTACTS,False,normal,2022-11-29,3.8.13
2140,com.example.app3287,READ_CONTACTS,True,normal,2022-02-05,3.5.55
2141,com.example.app623,ACCESS_FINE_LOCATION,True,dangerous,2022-01-26,4.7.39
2142,com.example.app1581,INTERNET,False,signature,2021-11-06,2.8.17
2143,com.example.app2895,ACCESS_FINE_LOCATION,True,normal,2024-02-01,3.5.71
2144,com.example.app1991,CAMERA,True,signature,2022-10-13,2.5.88
2145,com.example.app3339,ACCESS_FINE_LOCATION,True,dangerous,2024-03-27,3.1.31
2146,com.example.app4817,READ_SMS,True,signature,2021-04-18,3.2.62
2147,com.example.app1854,INTERNET,True,dangerous,2025-10-04,2.12.26
2148,com.example.app1140,RECORD_AUDIO,True,normal,2025-10-18,1.8.69
2149,com.example.app1030,READ_SMS,False,dangerous,2021-04-23,4.9.10
2150,com.example.app3223,CAMERA,True,signature,2022-11-23,3.2.39
2151,com.example.app3252,READ_CONTACTS,True,normal,2022-08-03,2.6.44
2152,com.example.app3295,READ_CONTACTS,True,signature,2023-05-21,1.5.95
2153,com.example.app4745,ACCESS_FINE_LOCATION,False,normal,2026-01-03,2.8.66
2154,com.example.app3707,ACCESS_FINE_LOCATION,True,normal,2025-02-01,1.12.68
2155,com.example.app1238,ACCESS_FINE_LOCATION,True,dangerous,2021-08-20,4.4.13
2156,com.example.app3521,READ_SMS,True,dangerous,2021-03-01,1.8.13
2157,com.example.app3738,READ_CONTACTS,True,signature,2025-11-22,4.4.75
2158,com.example.app1394,READ_CONTACTS,True,dangerous,2026-02-23,2.6.62
2159,com.example.app2418,CAMERA,True,signature,2021-05-25,2.11.90
2160,com.example.app586,READ_SMS,True,dangerous,2021-08-19,3.12.34
2161,com.example.app984,READ_SMS,True,signature,2023-05-06,1.5.2
2162,com.example.app3057,INTERNET,False,dangerous,2025-10-04,3.12.66
2163,com.example.app4138,INTERNET,True,signature,2021-07-08,4.7.41
2164,com.example.app4151,CAMERA,True,signature,2023-01-24,4.0.30
2165,com.example.app2900,ACCESS_FINE_LOCATION,True,normal,2023-12-02,1.4.47
2166,com.example.app1437,READ_SMS,True,normal,2023-09-23,3.4.77
2167,com.example.app4208,RECORD_AUDIO,False,dangerous,2025-01-27,4.6.77
2168,com.example.app2781,ACCESS_FINE_LOCATION,True,dangerous,2023-12-05,2.4.91
2169,com.example.app2239,CAMERA,True,dangerous,2025-04-08,2.10.64
2170,com.example.app302,RECORD_AUDIO,True,signature,2023-01-26,2.4.23
2171,com.example.app2452,INTERNET,True,dangerous,2025-04-11,2.8.98
2172,com.example.app3378,ACCESS_FINE_LOCATION,True,signature,2022-06-02,2.8.22
2173,com.example.app587,RECORD_AUDIO,True,dangerous,2025-09-01,1.7.12
2174,com.example.app2772,RECORD_AUDIO,True,normal,2023-10-09,2.0.6
2175,com.example.app4907,ACCESS_FINE_LOCATION,True,signature,2025-05-20,1.6.19
2176,com.example.app563,INTERNET,True,normal,2026-01-20,1.3.89
2177,com.example.app436,READ_SMS,False,normal,2022-09-24,2.3.3
2178,com.example.app3289,INTERNET,True,normal,2025-04-01,3.6.73
2179,com.example.app4862,READ_SMS,True,normal,2023-01-23,4.4.59
2180,com.example.app4262,INTERNET,False,signature,2025-01-28,1.4.0
2181,com.example.app4194,INTERNET,True,signature,2021-07-06,2.2.16
2182,com.example.app2013,INTERNET,True,signature,2022-09-15,2.0.94
2183,com.example.app2319,READ_CONTACTS,True,normal,2023-04-14,4.11.49
2184,com.example.app67,CAMERA,True,normal,2025-08-08,2.3.15
2185,com.example.app3292,CAMERA,True,signature,2024-01-08,1.12.9
2186,com.example.app802,READ_SMS,True,dangerous,2021-08-17,4.9.27
2187,com.example.app134,READ_CONTACTS,True,signature,2022-06-11,3.2.68
2188,com.example.app4029,INTERNET,True,normal,2024-11-18,2.2.63
2189,com.example.app3795,ACCESS_FINE_LOCATION,True,signature,2025-11-21,4.12.54
2190,com.example.app3756,RECORD_AUDIO,True,normal,2021-10-07,4.6.29
2191,com.example.app248,ACCESS_FINE_LOCATION,False,signature,2021-02-20,1.1.44
2192,com.example.app1269,READ_SMS,False,signature,2023-04-30,4.1.45
2193,com.example.app1061,CAMERA,True,signature,2023-02-16,1.3.81
2194,com.example.app4770,RECORD_AUDIO,True,dangerous,2021-08-13,4.11.46
2195,com.example.app3530,RECORD_AUDIO,True,dangerous,2022-01-27,2.0.98
2196,com.example.app862,READ_SMS,True,normal,2024-06-30,1.5.55
2197,com.example.app702,READ_SMS,False,signature,2023-03-17,3.4.10
2198,com.example.app4040,READ_CONTACTS,True,dangerous,2024-12-29,3.0.74
2199,com.example.app4750,ACCESS_FINE_LOCATION,True,dangerous,2023-08-04,1.2.16
2200,com.example.app1234,CAMERA,True,signature,2025-11-20,3.8.44
2201,com.example.app4837,CAMERA,True,signature,2023-01-15,1.6.63
2202,com.example.app4164,READ_SMS,True,signature,2022-10-03,4.4.96
2203,com.example.app4884,CAMERA,False,signature,2023-08-01,2.6.76
2204,com.example.app493,CAMERA,True,normal,2021-03-21,3.8.91
2205,com.example.app3036,INTERNET,True,signature,2022-10-04,1.4.9
2206,com.example.app2572,CAMERA,True,dangerous,2024-02-02,3.2.98
2207,com.example.app3508,READ_SMS,True,signature,2024-07-24,1.7.23
2208,com.example.app2414,INTERNET,True,dangerous,2020-12-07,1.12.5
2209,com.example.app3140,READ_SMS,True,signature,2024-05-08,4.2.91
2210,com.example.app2587,ACCESS_FINE_LOCATION,False,normal,2021-10-25,4.6.21
2211,com.example.app42,CAMERA,True,dangerous,2022-07-20,1.6.68
2212,com.example.app4578,ACCESS_FINE_LOCATION,True,normal,2021-03-05,2.9.62
2213,com.example.app4440,INTERNET,True,signature,2021-03-31,1.1.12
2214,com.example.app1759,READ_CONTACTS,True,signature,2026-05-15,2.1.0
2215,com.example.app4160,RECORD_AUDIO,True,normal,2023-12-24,4.5.28
2216,com.example.app2492,CAMERA,False,dangerous,2021-01-04,1.4.25
2217,com.example.app4534,INTERNET,True,dangerous,2024-09-27,3.5.40
2218,com.example.app1812,READ_CONTACTS,True,dangerous,2021-06-21,3.5.99
2219,com.example.app4854,RECORD_AUDIO,True,normal,2023-11-18,3.1.72
2220,com.example.app300,CAMERA,False,dangerous,2026-03-11,1.8.79
2221,com.example.app620,READ_SMS,True,dangerous,2025-06-18,1.6.42
2222,com.example.app777,INTERNET,False,dangerous,2024-04-11,3.10.84
2223,com.example.app3278,CAMERA,False,signature,2022-11-18,1.2.97
2224,com.example.app2704,READ_SMS,True,normal,2025-06-06,3.6.25
2225,com.example.app1404,ACCESS_FINE_LOCATION,True,dangerous,2023-08-03,2.9.24
2226,com.example.app1996,INTERNET,True,signature,2022-07-06,2.2.23
2227,com.example.app3210,ACCESS_FINE_LOCATION,True,normal,2024-07-24,4.2.23
2228,com.example.app185,RECORD_AUDIO,True,dangerous,2025-08-16,4.5.45
2229,com.example.app4763,ACCESS_FINE_LOCATION,True,dangerous,2023-04-22,3.6.58
2230,com.example.app1175,READ_SMS,True,normal,2025-09-01,2.0.83
2231,com.example.app4323,READ_CONTACTS,True,normal,2026-02-27,1.1.56
2232,com.example.app3375,READ_CONTACTS,True,normal,2025-06-03,1.0.48
2233,com.example.app833,READ_CONTACTS,True,normal,2021-11-12,4.9.95
2234,com.example.app3685,CAMERA,True,signature,2022-08-26,2.5.91
2235,com.example.app3557,INTERNET,True,dangerous,2023-01-23,1.1.15
2236,com.example.app3050,READ_SMS,True,signature,2026-04-20,2.0.27
2237,com.example.app3597,ACCESS_FINE_LOCATION,True,signature,2025-03-11,3.1.71
2238,com.example.app1423,CAMERA,True,signature,2020-12-28,4.10.64
2239,com.example.app2633,INTERNET,True,dangerous,2021-08-01,2.6.52
2240,com.example.app1443,ACCESS_FINE_LOCATION,True,dangerous,2026-04-01,1.3.86
2241,com.example.app2528,READ_SMS,False,dangerous,2025-09-21,1.8.70
2242,com.example.app4356,READ_SMS,False,dangerous,2022-08-20,2.12.31
2243,com.example.app3158,INTERNET,False,dangerous,2026-02-06,2.5.24
2244,com.example.app126,READ_CONTACTS,True,signature,2023-12-10,4.7.37
2245,com.example.app62,INTERNET,False,dangerous,2026-04-03,4.9.1
2246,com.example.app1940,CAMERA,True,normal,2023-12-05,4.9.26
2247,com.example.app3486,INTERNET,False,dangerous,2025-05-29,3.1.16
2248,com.example.app1799,RECORD_AUDIO,False,signature,2024-07-11,1.12.76
2249,com.example.app4038,ACCESS_FINE_LOCATION,False,normal,2022-09-08,4.5.18
2250,com.example.app930,READ_SMS,False,normal,2021-02-05,3.0.50
2251,com.example.app3111,ACCESS_FINE_LOCATION,False,normal,2023-05-29,1.0.39
2252,com.example.app3882,READ_CONTACTS,True,normal,2023-02-05,2.11.58
2253,com.example.app4914,RECORD_AUDIO,False,signature,2025-06-18,3.10.24
2254,com.example.app4963,ACCESS_FINE_LOCATION,True,dangerous,2025-09-20,3.0.4
2255,com.example.app3574,READ_CONTACTS,True,dangerous,2024-04-19,4.7.4
2256,com.example.app2749,CAMERA,True,signature,2021-01-25,4.8.80
2257,com.example.app1800,ACCESS_FINE_LOCATION,False,dangerous,2021-03-05,1.1.46
2258,com.example.app4225,ACCESS_FINE_LOCATION,False,signature,2023-05-09,1.5.49
2259,com.example.app4168,READ_SMS,True,signature,2025-10-11,3.8.49
2260,com.example.app1060,ACCESS_FINE_LOCATION,False,normal,2024-02-10,3.10.67
2261,com.example.app3652,CAMERA,True,dangerous,2025-09-19,2.12.36
2262,com.example.app775,RECORD_AUDIO,True,signature,2024-04-15,3.12.19
2263,com.example.app3997,ACCESS_FINE_LOCATION,True,normal,2024-08-09,1.12.35
2264,com.example.app1345,READ_SMS,False,signature,2021-10-24,2.0.73
2265,com.example.app3522,READ_SMS,False,dangerous,2023-01-13,4.0.92
2266,com.example.app4934,ACCESS_FINE_LOCATION,False,normal,2023-11-07,1.10.71
2267,com.example.app3659,INTERNET,False,normal,2021-04-26,1.11.20
2268,com.example.app1695,READ_CONTACTS,True,normal,2026-03-24,2.12.87
2269,com.example.app4315,CAMERA,True,normal,2025-11-13,4.6.32
2270,com.example.app1938,INTERNET,True,normal,2021-02-21,3.4.4
2271,com.example.app2481,CAMERA,False,normal,2025-11-03,4.1.62
2272,com.example.app2891,CAMERA,True,normal,2021-04-30,2.0.61
2273,com.example.app516,CAMERA,True,signature,2026-04-04,3.2.37
2274,com.example.app1407,CAMERA,True,dangerous,2021-01-29,2.12.21
2275,com.example.app4803,READ_SMS,False,normal,2024-04-15,4.7.23
2276,com.example.app4793,ACCESS_FINE_LOCATION,False,signature,2026-03-04,3.5.30
2277,com.example.app639,READ_CONTACTS,True,normal,2025-10-26,1.12.65
2278,com.example.app4603,CAMERA,True,normal,2021-01-09,2.11.44
2279,com.example.app3338,ACCESS_FINE_LOCATION,True,signature,2023-12-24,2.1.1
2280,com.example.app1628,READ_CONTACTS,False,dangerous,2026-02-10,3.3.75
2281,com.example.app2340,CAMERA,True,normal,2021-06-08,4.1.83
2282,com.example.app4140,READ_CONTACTS,True,signature,2023-01-21,4.2.40
2283,com.example.app4801,READ_SMS,False,dangerous,2022-08-11,4.0.73
2284,com.example.app1091,READ_CONTACTS,True,dangerous,2022-12-28,1.3.59
2285,com.example.app4748,INTERNET,True,dangerous,2021-07-31,1.11.40
2286,com.example.app2603,RECORD_AUDIO,True,dangerous,2023-03-05,1.3.59
2287,com.example.app2948,CAMERA,False,dangerous,2023-04-21,2.10.90
2288,com.example.app656,RECORD_AUDIO,True,normal,2022-05-30,1.12.49
2289,com.example.app2899,RECORD_AUDIO,True,dangerous,2024-09-10,4.9.97
2290,com.example.app2015,INTERNET,False,signature,2024-03-28,2.9.54
2291,com.example.app1783,CAMERA,True,normal,2023-04-06,1.11.96
2292,com.example.app2834,RECORD_AUDIO,True,dangerous,2025-04-05,3.2.20
2293,com.example.app838,READ_SMS,True,normal,2026-04-24,3.11.45
2294,com.example.app1467,RECORD_AUDIO,True,normal,2021-08-31,1.2.98
2295,com.example.app3803,RECORD_AUDIO,True,dangerous,2022-05-04,2.11.58
2296,com.example.app4686,ACCESS_FINE_LOCATION,False,normal,2022-12-04,4.12.79
2297,com.example.app126,ACCESS_FINE_LOCATION,False,signature,2026-02-06,2.11.67
2298,com.example.app1951,ACCESS_FINE_LOCATION,True,signature,2024-07-04,1.4.65
2299,com.example.app1264,CAMERA,True,signature,2021-07-09,2.12.3
2300,com.example.app4752,ACCESS_FINE_LOCATION,True,signature,2023-11-13,3.3.76
2301,com.example.app607,CAMERA,True,signature,2021-01-15,4.11.52
2302,com.example.app2473,RECORD_AUDIO,True,normal,2025-07-28,4.8.74
2303,com.example.app4595,READ_CONTACTS,True,normal,2025-08-07,2.9.24
2304,com.example.app288,READ_SMS,True,signature,2024-01-28,3.8.84
2305,com.example.app293,INTERNET,True,normal,2025-01-03,1.7.71
2306,com.example.app4987,RECORD_AUDIO,True,dangerous,2021-03-31,4.6.44
2307,com.example.app1962,ACCESS_FINE_LOCATION,True,normal,2022-06-17,3.12.58
2308,com.example.app4048,ACCESS_FINE_LOCATION,False,signature,2022-08-18,3.0.62
2309,com.example.app2606,INTERNET,True,normal,2025-03-26,4.5.45
2310,com.example.app4474,RECORD_AUDIO,True,signature,2021-05-29,3.4.69
2311,com.example.app1793,INTERNET,False,dangerous,2025-07-14,4.1.61
2312,com.example.app3878,READ_CONTACTS,True,normal,2023-08-26,2.9.70
2313,com.example.app2732,READ_SMS,True,signature,2024-12-24,1.6.50
2314,com.example.app430,READ_SMS,True,dangerous,2024-03-17,4.2.50
2315,com.example.app2245,READ_CONTACTS,True,dangerous,2021-11-27,3.8.32
2316,com.example.app2962,INTERNET,True,dangerous,2021-09-14,3.5.30
2317,com.example.app3145,INTERNET,False,normal,2026-04-06,3.4.54
2318,com.example.app4085,RECORD_AUDIO,True,normal,2022-12-06,3.1.98
2319,com.example.app3646,INTERNET,True,signature,2025-03-09,2.8.2
2320,com.example.app1581,READ_CONTACTS,True,dangerous,2022-12-05,2.10.24
2321,com.example.app3876,INTERNET,False,signature,2025-10-27,3.4.32
2322,com.example.app1105,ACCESS_FINE_LOCATION,True,normal,2024-11-05,3.4.97
2323,com.example.app4190,READ_SMS,True,normal,2024-08-19,3.2.81
2324,com.example.app312,CAMERA,True,signature,2021-03-19,2.9.38
2325,com.example.app2461,ACCESS_FINE_LOCATION,False,signature,2023-09-12,4.9.79
2326,com.example.app961,READ_CONTACTS,True,normal,2025-11-21,1.10.16
2327,com.example.app4499,READ_SMS,True,normal,2025-06-28,1.4.80
2328,com.example.app1295,READ_SMS,False,dangerous,2021-12-11,3.8.16
2329,com.example.app1628,READ_CONTACTS,True,dangerous,2022-07-10,3.3.62
2330,com.example.app70,RECORD_AUDIO,True,normal,2025-11-09,4.12.84
2331,com.example.app2388,READ_SMS,True,dangerous,2025-12-05,2.3.6
2332,com.example.app1566,READ_CONTACTS,False,dangerous,2022-10-31,2.6.78
2333,com.example.app3092,CAMERA,True,signature,2024-07-07,3.2.59
2334,com.example.app3257,RECORD_AUDIO,True,normal,2022-07-28,2.1.32
2335,com.example.app3472,READ_CONTACTS,True,dangerous,2021-01-26,4.3.64
2336,com.example.app2645,CAMERA,False,dangerous,2026-01-26,1.9.95
2337,com.example.app217,INTERNET,False,dangerous,2021-01-22,1.12.66
2338,com.example.app90,RECORD_AUDIO,False,dangerous,2024-07-27,4.4.47
2339,com.example.app4226,INTERNET,True,normal,2023-11-04,3.7.30
2340,com.example.app3928,READ_CONTACTS,False,signature,2025-07-21,1.2.3
2341,com.example.app99,INTERNET,True,normal,2024-12-27,1.4.23
2342,com.example.app475,RECORD_AUDIO,True,normal,2025-02-16,3.4.16
2343,com.example.app4264,RECORD_AUDIO,False,dangerous,2021-06-04,2.5.15
2344,com.example.app3312,CAMERA,True,dangerous,2021-04-24,4.3.11
2345,com.example.app21,CAMERA,True,signature,2023-09-26,3.0.42
2346,com.example.app4943,ACCESS_FINE_LOCATION,False,normal,2023-10-01,1.1.40
2347,com.example.app787,CAMERA,True,normal,2026-03-12,3.6.28
2348,com.example.app1960,READ_CONTACTS,False,normal,2023-03-19,3.6.59
2349,com.example.app2022,READ_CONTACTS,False,dangerous,2021-04-22,2.10.85
2350,com.example.app659,ACCESS_FINE_LOCATION,True,normal,2022-02-23,2.9.89
2351,com.example.app1334,CAMERA,True,dangerous,2023-02-28,3.5.66
2352,com.example.app1189,INTERNET,True,dangerous,2025-05-04,4.1.36
2353,com.example.app1013,READ_CONTACTS,True,normal,2021-01-31,1.10.85
2354,com.example.app2494,CAMERA,True,signature,2021-02-23,3.8.86
2355,com.example.app4546,READ_CONTACTS,True,normal,2021-09-13,4.8.41
2356,com.example.app2559,READ_SMS,True,dangerous,2022-02-19,4.12.3
2357,com.example.app1607,ACCESS_FINE_LOCATION,False,normal,2025-11-07,2.8.69
2358,com.example.app4489,CAMERA,True,normal,2023-08-31,3.5.77
2359,com.example.app3091,INTERNET,False,signature,2025-06-29,3.11.33
2360,com.example.app1355,READ_CONTACTS,True,dangerous,2024-11-22,2.0.74
2361,com.example.app3784,CAMERA,False,signature,2024-05-09,4.0.27
2362,com.example.app1611,CAMERA,False,signature,2025-02-16,2.0.59
2363,com.example.app470,READ_SMS,False,dangerous,2021-05-09,1.2.0
2364,com.example.app4117,INTERNET,False,dangerous,2024-02-24,1.10.55
2365,com.example.app3673,ACCESS_FINE_LOCATION,True,signature,2025-09-03,4.8.50
2366,com.example.app630,INTERNET,True,normal,2021-02-18,4.8.90
2367,com.example.app2112,READ_SMS,True,normal,2022-05-18,3.12.48
2368,com.example.app264,ACCESS_FINE_LOCATION,True,dangerous,2024-09-17,3.2.35
2369,com.example.app4841,INTERNET,False,normal,2021-02-02,4.1.99
2370,com.example.app1712,READ_CONTACTS,True,dangerous,2022-10-22,1.7.69
2371,com.example.app4354,RECORD_AUDIO,True,dangerous,2026-02-15,2.0.33
2372,com.example.app1525,INTERNET,True,signature,2025-08-07,2.4.31
2373,com.example.app1782,CAMERA,True,signature,2021-03-05,3.10.9
2374,com.example.app2573,INTERNET,False,dangerous,2023-05-02,3.8.3
2375,com.example.app43,CAMERA,False,normal,2022-08-07,4.3.25
2376,com.example.app1881,CAMERA,True,normal,2026-04-07,2.8.70
2377,com.example.app4883,RECORD_AUDIO,False,signature,2022-09-03,3.10.59
2378,com.example.app2208,READ_CONTACTS,True,signature,2025-08-06,4.11.74
2379,com.example.app732,READ_SMS,False,dangerous,2025-01-14,3.11.55
2380,com.example.app2868,ACCESS_FINE_LOCATION,True,normal,2022-11-01,2.11.37
2381,com.example.app3188,ACCESS_FINE_LOCATION,True,normal,2024-04-26,4.11.65
2382,com.example.app4350,READ_CONTACTS,True,signature,2024-11-11,1.7.15
2383,com.example.app922,READ_SMS,True,dangerous,2023-12-09,1.8.85
2384,com.example.app4538,INTERNET,True,signature,2021-05-30,3.7.94
2385,com.example.app762,ACCESS_FINE_LOCATION,True,normal,2020-12-17,2.2.85
2386,com.example.app4417,READ_SMS,True,dangerous,2023-02-07,1.3.66
2387,com.example.app4720,CAMERA,True,normal,2022-02-24,4.9.85
2388,com.example.app1693,RECORD_AUDIO,False,signature,2024-02-08,1.12.62
2389,com.example.app4992,RECORD_AUDIO,True,normal,2024-11-26,1.6.99
2390,com.example.app2609,READ_CONTACTS,False,signature,2024-05-18,2.4.85
2391,com.example.app3389,READ_SMS,True,normal,2025-08-15,3.6.50
2392,com.example.app4242,RECORD_AUDIO,True,normal,2025-06-21,1.3.23
2393,com.example.app2677,READ_SMS,False,signature,2024-05-31,1.5.97
2394,com.example.app4880,RECORD_AUDIO,True,signature,2025-10-22,4.6.24
2395,com.example.app2620,RECORD_AUDIO,True,signature,2021-03-03,4.6.85
2396,com.example.app4841,READ_CONTACTS,True,signature,2026-02-01,3.10.2
2397,com.example.app3083,READ_CONTACTS,True,signature,2025-02-09,4.8.99
2398,com.example.app2712,CAMERA,False,signature,2023-01-31,4.9.0
2399,com.example.app2854,READ_CONTACTS,True,normal,2023-09-15,1.12.71
2400,com.example.app3538,READ_CONTACTS,False,normal,2022-04-02,4.5.43
2401,com.example.app1190,READ_CONTACTS,True,normal,2024-08-08,1.7.51
2402,com.example.app3907,INTERNET,False,dangerous,2024-06-13,3.1.21
2403,com.example.app4571,READ_SMS,False,normal,2022-03-17,1.0.35
2404,com.example.app1085,CAMERA,True,dangerous,2021-08-16,2.12.57
2405,com.example.app3778,ACCESS_FINE_LOCATION,True,signature,2021-04-03,3.3.18
2406,com.example.app1491,RECORD_AUDIO,False,dangerous,2021-04-04,4.5.48
2407,com.example.app2314,ACCESS_FINE_LOCATION,False,dangerous,2024-03-05,3.10.96
2408,com.example.app2902,RECORD_AUDIO,True,normal,2025-07-17,1.0.79
2409,com.example.app1390,READ_SMS,True,signature,2024-09-14,3.0.3
2410,com.example.app2809,ACCESS_FINE_LOCATION,True,dangerous,2023-05-26,2.6.79
2411,com.example.app510,READ_CONTACTS,True,normal,2025-11-26,2.2.97
2412,com.example.app117,INTERNET,False,signature,2025-04-04,2.12.86
2413,com.example.app125,READ_CONTACTS,True,normal,2024-04-27,2.9.54
